"","row_var","row_cat","col_var","col_cat","n","n_row","n_total","percent_total","se_total","t_crit_total","lcl_total","ucl_total","percent_row","se_row","t_crit_row","lcl_row","ucl_row"
"14","pansusceptible","1","num_strains_cfz_mutations","0",8,8,144,5.55555555555556,1.91550785324336,1.97669219792979,2.77912097473918,10.7976788007019,100,0,1.97669219792979,NA,NA
"15","pansusceptible","0","num_strains_cs_mutations","0",226,239,245,92.2448979591837,1.7122612271235,1.96973399227238,88.1282644703325,95.0147999977421,94.560669456067,1.47007508186913,1.96973399227238,90.8262988052431,96.8279672140851
"16","pansusceptible","0","num_strains_cs_mutations","1",13,239,245,5.30612244897959,1.43500915267315,1.96973399227238,3.09380853605483,8.95423665821542,5.43933054393306,1.47007508186913,1.96973399227238,3.17203278591492,9.17370119475687
"17","pansusceptible","1","num_strains_cs_mutations","0",6,6,245,2.44897959183673,0.989494941012177,1.96973399227238,1.09810487923679,5.37142821941978,100,0,1.96973399227238,NA,NA
"18","pansusceptible","0","num_strains_e_mutations","0",125,131,298,41.9463087248322,2.86341021100937,1.96798352537622,36.43837353295,47.6624996333941,95.4198473282443,1.8335284786842,1.96798352537622,90.1225390396934,97.9410986286267
"19","pansusceptible","0","num_strains_e_mutations","1",6,131,298,2.01342281879195,0.815028062213296,1.96798352537622,0.90311991860182,4.42775075319663,4.58015267175572,1.8335284786842,1.96798352537622,2.05890137137329,9.87746096030661
"20","pansusceptible","1","num_strains_e_mutations","0",165,167,298,55.3691275167785,2.88451833517397,1.96798352537622,49.6470084247739,60.9524183737981,98.8023952095808,0.844279909217149,1.96798352537622,95.2961358464704,99.7032287367729
"21","pansusceptible","1","num_strains_e_mutations","1",2,167,298,0.671140939597315,0.473768699333093,1.96798352537622,0.166572323173181,2.66333723570073,1.19760479041916,0.84427990921715,1.96798352537622,0.296771263227098,4.70386415352958
"22","pansusceptible","0","num_strains_eto_mutations","0",236,246,258,91.4728682170543,1.74213206494668,1.96923749623368,87.3576719883283,94.3353901472297,95.9349593495935,1.26164697923347,1.96923749623368,92.5818707213982,97.8082893815905
"23","pansusceptible","0","num_strains_eto_mutations","1",10,246,258,3.87596899224806,1.2040362786459,1.96923749623368,2.08927973682886,7.08009444833798,4.0650406504065,1.26164697923347,1.96923749623368,2.19171061840952,7.41812927860178
"24","pansusceptible","1","num_strains_eto_mutations","0",11,12,258,4.26356589147287,1.26025535525652,1.96923749623368,2.36721996234083,7.56139439118007,91.6666666666667,8.33333333333334,1.96923749623368,56.2086951835455,98.9503426523618
"25","pansusceptible","1","num_strains_eto_mutations","1",1,12,258,0.387596899224806,0.387596899224806,1.96923749623368,0.0538612192131587,2.73269080676041,8.33333333333333,8.33333333333333,1.96923749623368,1.04965734763821,43.7913048164545
"26","pansusceptible","0","num_strains_fq_mutations","0",273,319,352,77.5568181818182,2.22688939702743,1.96674556094765,72.8772870076524,81.632465286677,85.5799373040752,1.96995359700008,1.96674556094765,81.2582255198094,89.0395147883672
"27","pansusceptible","0","num_strains_fq_mutations","1",46,319,352,13.0681818181818,1.79905071975898,1.96674556094765,9.9177202659112,17.0302201439411,14.4200626959248,1.96995359700008,1.96674556094765,10.9604852116328,18.7417744801906
"28","pansusceptible","1","num_strains_fq_mutations","0",33,33,352,9.375,1.55580832042849,1.96674556094765,6.73055579104302,12.9145835667279,100,0,1.96674556094765,NA,NA
"29","pansusceptible","0","num_strains_h_mutations","0",100,104,231,43.2900432900433,3.26707985619289,1.97033177327508,36.9994907351759,49.8046106662437,96.1538461538462,1.89486399646979,1.97033177327508,90.1084627783376,98.5633948221216
"30","pansusceptible","0","num_strains_h_mutations","1",4,104,231,1.73160173160173,0.860135804755846,1.97033177327508,0.646657165838786,4.55341317988133,3.84615384615385,1.89486399646979,1.97033177327508,1.43660517787841,9.89153722166239
"31","pansusceptible","1","num_strains_h_mutations","0",123,127,231,53.2467532467532,3.28994422666793,1.97033177327508,46.7462027301025,59.6389179438456,96.8503937007874,1.55594255127457,1.97033177327508,91.8404867309248,98.8236392474623
"32","pansusceptible","1","num_strains_h_mutations","1",4,127,231,1.73160173160173,0.860135804755846,1.97033177327508,0.646657165838786,4.55341317988133,3.1496062992126,1.55594255127457,1.97033177327508,1.1763607525377,8.15951326907523
"33","pansusceptible","0","num_strains_km_mutations","0",26,26,31,83.8709677419355,6.71505161118107,2.04227245630124,65.3595194030076,93.4773419851803,100,0,2.04227245630124,NA,NA
"34","pansusceptible","1","num_strains_km_mutations","0",4,5,31,12.9032258064516,6.12053740677751,2.04227245630124,4.64509623952941,31.060522524744,80,20,2.04227245630124,23.7479840463276,98.0906607698161
"35","pansusceptible","1","num_strains_km_mutations","1",1,5,31,3.2258064516129,3.2258064516129,2.04227245630124,0.402360381401457,21.5709113517567,20,20,2.04227245630124,1.90933923018393,76.2520159536724
"36","pansusceptible","0","num_strains_lzd_mutations","0",118,120,121,97.5206611570248,1.41946810225766,1.97993040508242,92.4819448408345,99.211157217084,98.3333333333333,1.17354912708763,1.97993040508242,93.4611272329084,99.5910741913366
"37","pansusceptible","0","num_strains_lzd_mutations","1",2,120,121,1.65289256198347,1.16389146965717,1.97993040508242,0.405563373871996,6.48658813302086,1.66666666666667,1.17354912708763,1.97993040508242,0.408925808663404,6.53887276709159
"38","pansusceptible","1","num_strains_lzd_mutations","0",1,1,121,0.826446280991736,0.826446280991736,1.97993040508242,0.113054805940008,5.78090884302381,100,NA,1.97993040508242,NA,NA
"39","pansusceptible","0","num_strains_z_mutations","0",254,269,438,57.9908675799087,2.36108129599906,1.96540733337266,53.2930702730526,62.5482132338553,94.4237918215613,1.40166042286445,1.96540733337266,90.937894879558,96.618637029089
"40","pansusceptible","0","num_strains_z_mutations","1",15,269,438,3.42465753424658,0.869963404629982,1.96540733337266,2.0708244559497,5.61285040357911,5.57620817843866,1.40166042286445,1.96540733337266,3.38136297091095,9.06210512044199
"41","pansusceptible","1","num_strains_z_mutations","0",168,169,438,38.3561643835616,2.32606418259472,1.96540733337266,33.8987319245515,43.018273561961,99.4082840236686,0.591715976331362,1.96540733337266,95.8784731396388,99.917645638671
"42","pansusceptible","1","num_strains_z_mutations","1",1,169,438,0.228310502283105,0.228310502283105,1.96540733337266,0.0319051785686188,1.61424549250991,0.591715976331361,0.591715976331361,1.96540733337266,0.0823543613290089,4.12152686036123
"43","pansusceptible","0","num_strains_r_mutations","0",44,46,184,23.9130434782609,3.15316711235404,1.97301191513626,18.2518251776815,30.6713939657957,95.6521739130435,3.04002564687,1.97301191513626,83.8728050182978,98.9368972157637
"44","pansusceptible","0","num_strains_r_mutations","1",2,46,184,1.08695652173913,0.766491466179157,1.97301191513626,0.268479710350562,4.29319866692687,4.34782608695652,3.04002564687,1.97301191513626,1.0631027842363,16.1271949817022
"45","pansusceptible","1","num_strains_r_mutations","0",137,138,184,74.4565217391304,3.22378332573323,1.97301191513626,67.598860056382,80.2860461803702,99.2753623188406,0.724637681159422,1.97301191513626,94.943308109745,99.9000638765639
"46","pansusceptible","1","num_strains_r_mutations","1",1,138,184,0.543478260869565,0.543478260869565,1.97301191513626,0.0751055587004307,3.82102248491877,0.72463768115942,0.72463768115942,1.97301191513626,0.0999361234360881,5.05669189025499
"47","pansusceptible","0","num_strains_s_mutations","0",14,15,39,35.8974358974359,7.78175613675492,2.02439416391197,22.0215031331666,52.6170244073721,93.3333333333333,6.66666666666667,2.02439416391197,61.5398805421593,99.190235247269
"48","pansusceptible","0","num_strains_s_mutations","1",1,15,39,2.56410256410256,2.56410256410256,2.02439416391197,0.328449045895626,17.3658347045384,6.66666666666667,6.66666666666667,2.02439416391197,0.809764752731017,38.4601194578407
"49","pansusceptible","1","num_strains_s_mutations","0",23,24,39,58.974358974359,7.97934979708204,2.02439416391197,42.4399892503545,73.7022122435804,95.8333333333333,4.16666666666667,2.02439416391197,73.5572678656976,99.4768986639073
"50","pansusceptible","1","num_strains_s_mutations","1",1,24,39,2.56410256410256,2.56410256410256,2.02439416391197,0.328449045895626,17.3658347045384,4.16666666666667,4.16666666666667,2.02439416391197,0.523101336092695,26.4427321343024
