host_id	isolate_id
walker2018b_BVH_0025_14_lineage3.1.2_strain1	ERR2510544
walker2018b_BVH_0026_14_lineage3_strain1	ERR2510564
walker2018b_BVH_0027-14_lineage3_strain1	ERR2510586
walker2018b_BVH_0029-14_lineage3_strain1	ERR2510585
walker2018b_BVH_0031-14_lineage3_strain1	ERR2510606
walker2018b_BVH_0038-14_lineage3_strain1	ERR2510584
walker2018b_BVH_0399-R_lineage3_strain1	ERR2510447
walker2018b_BVH_0794-R_lineage3.1.2_strain1	ERR2510632
walker2018b_GDH_0543-14_lineage3_strain1	ERR2510283
walker2018b_GDH_16001_lineage3_strain1	ERR2510371
walker2018b_GDH_16605_lineage3_strain1	ERR2510339
walker2018b_GDH_16999_lineage3_strain1	ERR2510372
walker2018b_GDH_17463_lineage3_strain1	ERR2510374
walker2018b_GDH_18569_lineage3_strain1	ERR2510335
walker2018b_GDH_61403_lineage3_strain1	ERR2510332
walker2018b_GDH_64279_lineage3_strain1	ERR2510337
walker2018b_GDH-52290_lineage3_strain1	ERR2510334
walker2018b_JHL_0011-14_lineage3_strain1	ERR2510575
walker2018b_JHL_0016-14_lineage3_strain1	ERR2510576
walker2018b_JHL_0027-14_lineage3_strain1	ERR2510309
walker2018b_JHL_0030-14_lineage3_strain1	ERR2510369
walker2018b_JHL_0032-14_lineage3_strain1	ERR2510370
walker2018b_JHL_0038_14_lineage3_strain1	ERR2510405
walker2018b_JHL_0039-14_lineage3_strain1	ERR2510391
walker2018b_JHL_0041-14_lineage3_strain1	ERR2510390
walker2018b_JHL_0042-14_lineage3_strain1	ERR2510418
walker2018b_JHL_0044-14_lineage3_strain1	ERR2510389
walker2018b_JHL_0046-14_lineage3_strain1	ERR2510407
walker2018b_JHL_0050-14_lineage3_strain1	ERR2510401
walker2018b_JHL_0051-14_lineage3.1.2.1_strain1	ERR2510393
walker2018b_JHL_0057-14_lineage3_strain1	ERR2510450
walker2018b_JHL_0058-14_lineage3_strain1	ERR2510437
walker2018b_JHL_0061-14_lineage3.1.2.1_strain1	ERR2510481
walker2018b_JHL_0063-14_lineage3_strain1	ERR2510457
walker2018b_JHL_0064-14_lineage3_strain1	ERR2510484
walker2018b_JHL_0068-14_lineage3_strain1	ERR2510500
walker2018b_JHL_0069-14_lineage3_strain1	ERR2510499
walker2018b_JHL_0070-14_lineage3_strain1	ERR2510463
walker2018b_JHL_0075-14_lineage3_strain1	ERR2510507
walker2018b_JHL_0077-14_lineage3_strain1	ERR2510540
walker2018b_JHL_0085-14_lineage3_strain1	ERR2510551
walker2018b_JHL_0090-14_lineage3.1_strain1	ERR2510590
walker2018b_JHL_0094-14_lineage3_strain1	ERR2510613
walker2018b_JHL_0095-14_lineage3_strain1	ERR2510612
walker2018b_JHL_0096-14_lineage3_strain1	ERR2510614
walker2018b_JHL_0097-14_lineage3_strain1	ERR2510611
walker2018b_JHL_0098-14_lineage3_strain1	ERR2510648
walker2018b_JHL_0099-14_lineage3_strain1	ERR2510627
walker2018b_JHL_0100-14_lineage3_strain1	ERR2510622
walker2018b_JHL_0103-14_lineage3_strain1	ERR2510635
walker2018b_JHL_0106-14_lineage3_strain1	ERR2510629
walker2018b_JHL_0107-14_lineage3_strain1	ERR2510640
walker2018b_JHL_0110-14_lineage3_strain1	ERR2510699
walker2018b_JHL_0111-14_lineage3_strain1	ERR2510642
walker2018b_JHL_1344-15-R_lineage3_strain1	ERR2510302
walker2018b_JHL-0066-14_lineage3_strain1	ERR2510464
walker2018b_MHL_0007_12_lineage3_strain1	ERR2510342
walker2018b_MHL_0013-12_lineage3_strain1	ERR2510311
walker2018b_MHL_0067-14_lineage3.1.2.1_strain1	ERR2510546
walker2018b_MHL_0068-14_lineage3_strain1	ERR2510633
walker2018b_MHL_0073-14_lineage3_strain1	ERR2510530
walker2018b_MHL_0097-14_lineage3_strain1	ERR2510422
walker2018b_MHL_012313_lineage3_strain1	ERR2510245
walker2018b_MHL_0124-14_lineage3_strain1	ERR2510377
walker2018b_MHL_0129-15_lineage3_strain1	ERR2510256
walker2018b_MHL_0130-14_lineage3_strain1	ERR2510246
walker2018b_MHL_0135-14_lineage3_strain1	ERR2510282
walker2018b_MHL_0142-14_lineage3_strain1	ERR2510284
walker2018b_MHL_0145-13_lineage3.1.2_strain1	ERR2510304
walker2018b_MHL_0146-14_lineage3_strain1	ERR2510285
walker2018b_MHL_0147-14_lineage3.1.2.1_strain1	ERR2510310
walker2018b_MHL_0148-14_lineage3_strain1	ERR2510274
walker2018b_MHL_0149-14_lineage3_strain1	ERR2510278
walker2018b_MHL_0150-14_lineage3.1.2_strain1	ERR2510307
walker2018b_MHL_0151-14_lineage3_strain1	ERR2510697
walker2018b_MHL_0154-14_lineage3_strain1	ERR2510341
walker2018b_MHL_0156-14_lineage3_strain1	ERR2510376
walker2018b_MHL_0162-14_lineage3_strain1	ERR2510364
walker2018b_MHL_0164-14_lineage3_strain1	ERR2510363
walker2018b_MHL_0166-14_lineage3_strain1	ERR2510356
walker2018b_MHL_0172-14_lineage3_strain1	ERR2510571
walker2018b_MHL_0173-14_lineage3_strain1	ERR2510445
walker2018b_MHL_0174-14_lineage3_strain1	ERR2510446
walker2018b_MHL_0175-14_lineage3_strain1	ERR2510423
walker2018b_MHL_0177-14_lineage3_strain1	ERR2510431
walker2018b_MHL_0181-14_lineage3_strain1	ERR2510424
walker2018b_MHL_0184-14_lineage3_strain1	ERR2510425
walker2018b_MHL_0208-14_lineage3_strain1	ERR2510257
walker2018b_MHL_0209-14_lineage3_strain1	ERR2510532
walker2018b_MHL_0210-14_lineage3_strain1	ERR2510563
