host_id	isolate_id
shanmugam2021_P30_lineage1.1.2_strain1	SRR11348162
shanmugam2021_P34_lineage1.1.2_strain1	SRR11348153
shanmugam2021_P41_lineage1.1.2_strain1	SRR11348140
walker2013_P000033_lineage1.1.2_strain1	ERR046900
walker2013_P000056_lineage1.1.2_strain1	ERR046915
walker2013_P000180_lineage1.1.2_strain1	ERR046856
walker2013_P000202_lineage1.1.2_strain1	ERR046891
walker2013_P000268_lineage1.1.2_strain1	ERR047002
walker2018b_ 890166_lineage1.1.3.1_strain1	ERR2516881
walker2018b_ 976009_lineage1.1.2_strain1	ERR2517103
walker2018b_1336836_lineage1.1.2_strain1	ERR2516997
clark2013_A70196_lineage1.1.2_strain1	ERR040121
guerra2014_KPS_38_lineage1.1.3.2_strain1	ERR182054
guerra2014_KPS_57_lineage1.1.2_strain1	ERR126602
guerra2014_KPS_61_lineage1.1.2_strain1	ERR176757
nimmo2020_R0013_lineage1.1.3.2_strain1	SRR10315577
shanmugam2021_P03_lineage1.1.2_strain1	SRR11348182
shanmugam2021_P05_lineage1.1.2_strain1	SRR11348135
shanmugam2021_P06_lineage1.1.2_strain1	SRR11348214
shanmugam2021_P10_lineage1.1.2_strain1	SRR11348206
shanmugam2021_P13_lineage1.1.2_strain1	SRR11348199
shanmugam2021_P14_lineage1.1.2_strain1	SRR11348197
shanmugam2021_P22_lineage1.1.2_strain1	SRR11348179
shanmugam2021_P24_lineage1.1.2_strain1	SRR11348175
shanmugam2021_P33_lineage1.1.2_strain1	SRR11348154
shanmugam2021_P37_lineage1.1.2_strain1	SRR11348144
shanmugam2021_P38_lineage1.1.2_strain1	SRR11348142
shanmugam2021_P39_lineage1.1.2_strain1	SRR11348137
UNKNOWN8759_lineage1.1.3.3_strain1	ERR4553411
UNKNOWN8762_lineage1.1.3.1_strain1	ERR4553414
UNKNOWN8764_lineage1.1.3.1_strain1	ERR4553416
UNKNOWN8767_lineage1.1.2_strain1	ERR4553420
UNKNOWN8769_lineage1.1.3.1_strain1	ERR4553422
UNKNOWN8780_lineage1.1.3.1_strain1	ERR4553435
UNKNOWN8781_lineage1.1.2_strain1	ERR4553437
UNKNOWN8792_lineage1.1.3.1_strain1	ERR4553452
UNKNOWN8802_lineage1.1.3.1_strain1	ERR4553464
UNKNOWN8807_lineage1.1.3.1_strain1	ERR4553469
UNKNOWN8811_lineage1.1.3_strain1	ERR4553473
UNKNOWN8816_lineage1.1.3.1_strain1	ERR4553479
UNKNOWN8819_lineage1.1.3.1_strain1	ERR4553484
UNKNOWN8825_lineage1.1.3.1_strain1	ERR4553490
UNKNOWN8827_lineage1.1.3.1_strain1	ERR4553493
UNKNOWN8835_lineage1.1.3.1_strain1	ERR4553503
UNKNOWN8837_lineage1.1.3.1_strain1	ERR4553505
UNKNOWN8839_lineage1.1.3.1_strain1	ERR4553509
UNKNOWN8858_lineage1.1.3.1_strain1	ERR4553530
UNKNOWN8867_lineage1.1.3.1_strain1	ERR4553541
UNKNOWN8894_lineage1.1.3.1_strain1	ERR4553573
UNKNOWN8905_lineage1.1.3.1_strain1	ERR4553587
UNKNOWN8909_lineage1.1.3.1_strain1	ERR4553592
UNKNOWN8911_lineage1.1.3.1_strain1	ERR4553594
UNKNOWN8916_lineage1.1.2_strain1	ERR4553600
UNKNOWN8917_lineage1.1.3.1_strain1	ERR4553601
UNKNOWN8921_lineage1.1.3.3_strain1	ERR4553605
UNKNOWN8923_lineage1.1.3.1_strain1	ERR4553607
UNKNOWN8925_lineage1.1.2_strain1	ERR4553610
UNKNOWN8927_lineage1.1.3.1_strain1	ERR4553612
UNKNOWN8928_lineage1.1.3.1_strain1	ERR4553615
UNKNOWN8930_lineage1.1.2_strain1	ERR4553617
UNKNOWN8935_lineage1.1.3_strain1	ERR4553622
UNKNOWN8940_lineage1.1.3_strain1	ERR4553628
UNKNOWN8943_lineage1.1.3.1_strain1	ERR4553632
UNKNOWN8954_lineage1.1.3.1_strain1	ERR4553648
UNKNOWN8957_lineage1.1.3.1_strain1	ERR4553651
UNKNOWN8961_lineage1.1.3.1_strain1	ERR4553655
UNKNOWN8984_lineage1.1.2_strain1	ERR4553685
UNKNOWN8985_lineage1.1.3.1_strain1	ERR4553686
UNKNOWN8996_lineage1.1.2_strain1	ERR4553697
UNKNOWN8997_lineage1.1.3.1_strain1	ERR4553698
UNKNOWN9005_lineage1.1.3.1_strain1	ERR4553707
UNKNOWN9016_lineage1.1.3.1_strain1	ERR4553719
UNKNOWN9024_lineage1.1.3.1_strain1	ERR4553727
UNKNOWN9032_lineage1.1.3.1_strain1	ERR4553736
UNKNOWN9035_lineage1.1.2_strain1	ERR4553739
UNKNOWN9036_lineage1.1.3.3_strain1	ERR4553740
UNKNOWN9037_lineage1.1.3.1_strain1	ERR4553741
UNKNOWN9040_lineage1.1.2_strain1	ERR4553744
UNKNOWN9041_lineage1.1.2_strain1	ERR4553746
UNKNOWN9045_lineage1.1.2_strain1	ERR4553750
UNKNOWN9052_lineage1.1.3.1_strain1	ERR4553757
UNKNOWN9055_lineage1.1.3_strain1	ERR4553760
UNKNOWN9060_lineage1.1.3.1_strain1	ERR4553766
UNKNOWN9070_lineage1.1.2_strain1	ERR4553776
UNKNOWN9072_lineage1.1.3.1_strain1	ERR4553779
UNKNOWN9075_lineage1.1.3_strain1	ERR4553782
UNKNOWN9076_lineage1.1.3.1_strain1	ERR4553783
UNKNOWN9078_lineage1.1.3.1_strain1	ERR4553785
UNKNOWN9090_lineage1.1.3.1_strain1	ERR4553797
UNKNOWN9097_lineage1.1.3.1_strain1	ERR4553805
UNKNOWN9100_lineage1.1.3.1_strain1	ERR4553808
UNKNOWN9111_lineage1.1.3.1_strain1	ERR4553820
UNKNOWN9113_lineage1.1.2_strain1	ERR4553822
UNKNOWN9128_lineage1.1.3_strain1	ERR4553839
UNKNOWN9130_lineage1.1.3.1_strain1	ERR4553843
UNKNOWN9141_lineage1.1.3.1_strain1	ERR4553854
UNKNOWN9145_lineage1.1.3.1_strain1	ERR4553858
UNKNOWN9156_lineage1.1.2_strain1	ERR4553871
UNKNOWN9158_lineage1.1.3.1_strain1	ERR4553873
UNKNOWN9165_lineage1.1.3.1_strain1	ERR4553881
UNKNOWN9169_lineage1.1.3.1_strain1	ERR4553905
UNKNOWN9172_lineage1.1.2_strain1	ERR4553908
UNKNOWN9173_lineage1.1.3.1_strain1	ERR4553910
UNKNOWN9180_lineage1.1.2_strain1	ERR4553925
UNKNOWN9193_lineage1.1.3.1_strain1	ERR4553952
UNKNOWN9200_lineage1.1.2_strain1	ERR4553964
UNKNOWN9201_lineage1.1.2_strain1	ERR4553965
walker2018b_06TB_0317_lineage1.1.2_strain1	ERR2510758
walker2018b_06TB_0332_lineage1.1.2_strain1	ERR2510773
walker2018b_1115515_lineage1.1.3.2_strain1	ERR2517018
walker2018b_1144875_lineage1.1.2_strain1	ERR2516803
walker2018b_1171901_lineage1.1.2_strain1	ERR2516786
walker2018b_1297947_lineage1.1.2_strain1	ERR2516870
walker2018b_1303711_lineage1.1.2_strain1	ERR2517113
walker2018b_1440242_lineage1.1.2_strain1	ERR2516864
walker2018b_BVH_0004-14_lineage1.1.2_strain1	ERR2510429
walker2018b_BVH_0021-14_lineage1.1.2_strain1	ERR2510244
walker2018b_JHL_0021-14_lineage1.1.2_strain1	ERR2510266
walker2018b_JHL_0037-14_lineage1.1.2_strain1	ERR2510366
walker2018b_MHL_0136-14_lineage1.1.2_strain1	ERR2510316
walker2018b_MHL_0227-14_lineage1.1.2_strain1	ERR2510593
walker2018b_NHM_0304-14_lineage1.1.2_strain1	ERR2510605
walker2018b_RIVM_114_lineage1.1.3.1_strain1	ERR2517508
walker2018b_RIVM_124_lineage1.1.1_strain1	ERR2517437
walker2018b_RIVM_136_lineage1.1.2_strain1	ERR2517330
walker2018b_RIVM_140_lineage1.1.2_strain1	ERR2517211
walker2018b_RIVM_212_lineage1.1.1_strain1	ERR2517642
walker2018b_RIVM_253_lineage1.1.2_strain1	ERR2517652
walker2018b_RIVM_309_lineage1.1.3.2_strain1	ERR2517288
walker2018b_RIVM_353_lineage1.1.2_strain1	ERR2517556
walker2018b_RIVM_375_lineage1.1.1_strain1	ERR2517617
walker2018b_RIVM_413_lineage1.1.1_strain1	ERR2517276
walker2018b_RIVM_428_lineage1.1.2_strain1	ERR2517613
walker2018b_RIVM_440_lineage1.1.1_strain1	ERR2517233
walker2018b_RIVM_480_lineage1.1.3.3_strain1	ERR2517197
walker2018b_RIVM_512_lineage1.1.2_strain1	ERR2517619
walker2018b_RIVM_536_lineage1.1.3.1_strain1	ERR2517287
walker2018b_RIVM_560_lineage1.1.3_strain1	ERR2517477
walker2018b_RIVM_582_lineage1.1.1.1_strain1	ERR2517624
walker2018b_RIVM_79_lineage1.1.3.2_strain1	ERR2517302
walker2018b_RLH_0309-14_lineage1.1.2_strain1	ERR2510553
walker2018b_RLH_0310-14_lineage1.1.2_strain1	ERR2510554
walker2018b_RLH_0312-14_lineage1.1.2_strain1	ERR2510557
walker2018b_SGD_0011-14_lineage1.1.2_strain1	ERR2510338
walker2018b_SGD_0014-14_lineage1.1.2_strain1	ERR2510313
walker2018b_SGD_0046-14_lineage1.1.3.3_strain1	ERR2510700
walker2018b_SKT_0005-14_lineage1.1.2_strain1	ERR2510649
walker2018b_SZH_0013-14_lineage1.1.2_strain1	ERR2510416
