host_id	host_isolates	min_host_isolates_dis	max_host_isolates_dis	host_mrca_node	outgroup_isolate	outgroup_snp_dis
walker2013_P000087_lineage3_strain1	ERR039331	no_distances_found	no_distances_found	node1463	ERR2510883	99
walker2013_P000098_lineage3.1.1_strain1	ERR040107	no_distances_found	no_distances_found	node3476	ERR228220	24
walker2013_P000110_lineage3_strain1	ERR038280	no_distances_found	no_distances_found	node1443	ERR270659	95
walker2013_P000116_lineage3_strain1	ERR039333	no_distances_found	no_distances_found	node1299	ERR270619	78
walker2013_P000117_lineage3_strain1	ERR039334	no_distances_found	no_distances_found	node1300	ERR270619	78
walker2013_P000123_lineage3.1.1_strain1	ERR046970	no_distances_found	no_distances_found	node3377	ERR046982	26
walker2013_P000158_lineage3.1.1_strain1	ERR040089	no_distances_found	no_distances_found	node3334	ERR2517249	28
walker2013_P000161_lineage3.1.1_strain1	ERR040086	no_distances_found	no_distances_found	node3235	ERR040093	33
walker2013_P000174_lineage3.1.1_strain1	ERR040108	no_distances_found	no_distances_found	node2829	ERR176464	47
walker2013_P000175_lineage3.1.1_strain1	ERR040090	no_distances_found	no_distances_found	node2836	ERR176464	47
walker2013_P000198_lineage3.1.1_strain1	ERR046969	no_distances_found	no_distances_found	node3386	ERR046982	28
walker2013_P000211_lineage3.1.1_strain1	ERR046773	no_distances_found	no_distances_found	node2833	ERR190404	49
walker2013_P000224_lineage3.1.1_strain1	ERR046965	no_distances_found	no_distances_found	node3376	ERR046982	28
walker2013_P000239_lineage3.1.1_strain1	ERR040093	no_distances_found	no_distances_found	node3236	ERR040086	33
walker2013_P000240_lineage3.1.1_strain1	ERR040106	no_distances_found	no_distances_found	node3478	ERR228220	25
walker2013_P000248_lineage3.1.1_strain1	ERR046968	no_distances_found	no_distances_found	node3379	ERR046982	28
walker2013_P000312_lineage3.1.1_strain1	ERR072077	no_distances_found	no_distances_found	node3086	ERR072108	28
walker2013_P000315_lineage3.1.1_strain1	ERR072080	no_distances_found	no_distances_found	node3087	ERR072108	28
walker2013_P000324_lineage3.1.1_strain1	ERR072094	no_distances_found	no_distances_found	node3387	ERR046982	28
walker2018b_ 511891_lineage3_strain1	ERR2517063	no_distances_found	no_distances_found	node658	ERR2510395	135
walker2018b_ 878823_lineage3.1_strain1	ERR2516989	no_distances_found	no_distances_found	node2773	SRR10315509	36
walker2018b_ 891556_lineage3.1.2_strain1	ERR2516743	no_distances_found	no_distances_found	node1846	ERR4553699	220
walker2018b_ 895168_lineage3_strain1	ERR2517017	no_distances_found	no_distances_found	node276	ERR2510364	13
walker2018b_ 895788_lineage3.1.3_strain1	ERR2516790	no_distances_found	no_distances_found	node81	ERR230018	131
walker2018b_ 910755_lineage3.1.2_strain1	ERR2516848	no_distances_found	no_distances_found	node1852	ERR2517060	114
walker2018b_ 914508_lineage3_strain1	ERR2516883	no_distances_found	no_distances_found	node529	ERR403387	117
walker2018b_ 916347_lineage3_strain1	ERR2516832	no_distances_found	no_distances_found	node370	ERR2517411	42
walker2018b_ 986389_lineage3_strain1	ERR2517110	no_distances_found	no_distances_found	node2623	ERR2510250	229
walker2018b_ 991440_lineage3_strain1	ERR2516794	no_distances_found	no_distances_found	node2527	ERR2510367	154
walker2018b_ 991465_lineage3_strain1	ERR2517093	no_distances_found	no_distances_found	node321	ERR2510551	24
walker2018b_06TB_0018_lineage3_strain1	ERR2510660	no_distances_found	no_distances_found	node1134	ERR2510524	19
walker2018b_06TB_0019_lineage3_strain1	ERR2510661	no_distances_found	no_distances_found	node1588	ERR2510584	126
walker2018b_06TB_0020_lineage3.1.2_strain1	ERR2510662	no_distances_found	no_distances_found	node1827	ERR2510307	136
walker2018b_06TB_0260_lineage3.1.1_strain1	ERR2510701	no_distances_found	no_distances_found	node3349	ERR2510817	21
walker2018b_06TB_0339_lineage3_strain1	ERR2510780	no_distances_found	no_distances_found	node982	ERR2510272	168
walker2018b_06TB_0343_lineage3_strain1	ERR2510784	no_distances_found	no_distances_found	node435	ERR386938	33
walker2018b_06TB_0376_lineage3.1.1_strain1	ERR2510817	no_distances_found	no_distances_found	node3345	ERR2510701	21
walker2018b_1006155_lineage3_strain1	ERR2517067	no_distances_found	no_distances_found	node541	ERR2516996	16
walker2018b_1022048_lineage3_strain1	ERR2516814	no_distances_found	no_distances_found	node2618	ERR270771	212
walker2018b_1026071_lineage3_strain1	ERR2516915	no_distances_found	no_distances_found	node1679	ERR2517181	171
walker2018b_1026817_lineage3_strain1	ERR2517109	no_distances_found	no_distances_found	node2514	ERR2516746	136
walker2018b_1028345_lineage3_strain1	ERR2516839	no_distances_found	no_distances_found	node1419	ERR2510385	12
walker2018b_1030957_lineage3_strain1	ERR2516764	no_distances_found	no_distances_found	node552	ERR2510342	196
walker2018b_1031477_lineage3_strain1	ERR2516871	no_distances_found	no_distances_found	node1420	ERR2510385	12
walker2018b_1038809_lineage3.1.2_strain1	ERR2517123	no_distances_found	no_distances_found	node1887	ERR046815	125
walker2018b_1047181_lineage3.1.2_strain1	ERR2516988	no_distances_found	no_distances_found	node1884	ERR330743	64
walker2018b_1056782_lineage3_strain1	ERR2517041	no_distances_found	no_distances_found	node361	ERR2510549	55
walker2018b_1056789_lineage3_strain1	ERR2516894	no_distances_found	no_distances_found	node1620	ERR351863	89
walker2018b_1066561_lineage3.1.2.1_strain1	ERR2516815	no_distances_found	no_distances_found	node1956	ERR270691	124
walker2018b_1075517_lineage3_strain1	ERR2516933	no_distances_found	no_distances_found	node279	ERR294207	62
walker2018b_1094458_lineage3.1.2.1_strain1	ERR2516937	no_distances_found	no_distances_found	node2043	ERR4553677	114
walker2018b_1099368_lineage3.1.3_strain1	ERR2517055	no_distances_found	no_distances_found	node59	SRR11033636	95
walker2018b_1111221_lineage3.1.2.1_strain1	ERR2516925	no_distances_found	no_distances_found	node2042	ERR4553677	114
walker2018b_1122232_lineage3.1.1_strain1	ERR2516908	no_distances_found	no_distances_found	node3350	ERR2510817	23
walker2018b_1122495_lineage3_strain1	ERR2516821	no_distances_found	no_distances_found	node1346	ERR2510652	68
walker2018b_1143716_lineage3_strain1	ERR2516809	no_distances_found	no_distances_found	node470	ERR270785	70
walker2018b_1147451_lineage3_strain1	ERR2517026	no_distances_found	no_distances_found	node2074	SRR4035534	128
walker2018b_1149750_lineage3_strain1	ERR2517116	no_distances_found	no_distances_found	node2577	ERR117677	228
walker2018b_1167418_lineage3.1.2_strain1	ERR2517060	no_distances_found	no_distances_found	node1854	SRR11348146	124
walker2018b_1203095_lineage3_strain1	ERR2517081	no_distances_found	no_distances_found	node2445	ERR2510469	252
walker2018b_1204938_lineage3_strain1	ERR2516791	no_distances_found	no_distances_found	node1435	ERR294233	122
walker2018b_1210352_lineage3_strain1	ERR2516940	no_distances_found	no_distances_found	node284	ERR294207	49
walker2018b_1217212_lineage3.1.2.1_strain1	ERR2517002	no_distances_found	no_distances_found	node1971	ERR117696	143
walker2018b_1235950_lineage3_strain1	ERR2516956	no_distances_found	no_distances_found	node743	ERR114504	97
walker2018b_1267226_lineage3_strain1	ERR2516746	no_distances_found	no_distances_found	node2516	ERR403362	131
walker2018b_1311560_lineage3.1.2_strain1	ERR2516931	no_distances_found	no_distances_found	node1735	ERR2510544	82
walker2018b_1328016_lineage3_strain1	ERR2516800	no_distances_found	no_distances_found	node258	ERR266568	83
walker2018b_1363976_lineage3_strain1	ERR2516918	no_distances_found	no_distances_found	node554	ERR2510342	156
walker2018b_1372773_lineage3_strain1	ERR2516999	no_distances_found	no_distances_found	node812	ERR294250	74
walker2018b_1409759_lineage3_strain1	ERR2516747	no_distances_found	no_distances_found	node204	ERR2510399	14
walker2018b_1422928_lineage3.1.1_strain1	ERR2517003	no_distances_found	no_distances_found	node3347	ERR2510817	22
walker2018b_1429748_lineage3_strain1	ERR2516996	no_distances_found	no_distances_found	node538	ERR114445	16
walker2018b_1495759_lineage3_strain1	ERR2517020	no_distances_found	no_distances_found	node2763	ERR4553532	264
walker2018b_1531961_lineage3_strain1	ERR2517023	no_distances_found	no_distances_found	node2593	ERR2516947	28
walker2018b_1542601_lineage3_strain1	ERR2517091	no_distances_found	no_distances_found	node1585	ERR387018	123
walker2018b_1546494_lineage3_strain1	ERR2516890	no_distances_found	no_distances_found	node610	ERR2510587	117
walker2018b_1558157_lineage3_strain1	ERR2516923	no_distances_found	no_distances_found	node503	ERR2510500	302
walker2018b_1584761_lineage3.1.1_strain1	ERR2516903	no_distances_found	no_distances_found	node3439	ERR228220	21
walker2018b_1587555_lineage3_strain1	ERR2517043	no_distances_found	no_distances_found	node504	ERR2510500	301
walker2018b_1616495_lineage3_strain1	ERR2517024	no_distances_found	no_distances_found	node2642	ERR351890	174
walker2018b_1967/14_lineage3_strain1	ERR2510555	no_distances_found	no_distances_found	node1689	ERR230078	197
walker2018b_2378/14_lineage3_strain1	ERR2510652	no_distances_found	no_distances_found	node1351	ERR2510335	41
walker2018b_ATH_0054-14_lineage3_strain1	ERR2510883	no_distances_found	no_distances_found	node1461	ERR039332	99
walker2018b_ATH_0055-14_lineage3_strain1	ERR2510272	no_distances_found	no_distances_found	node984	ERR2510485	123
walker2018b_ATH_0057-14_lineage3_strain1	ERR2510277	no_distances_found	no_distances_found	node1174	ERR386850	193
walker2018b_ATH_0059-14_lineage3_strain1	ERR2510343	no_distances_found	no_distances_found	node1317	ERR2510603	87
walker2018b_ATH_0064-14_lineage3_strain1	ERR2510381	no_distances_found	no_distances_found	node652	ERR228221	26
walker2018b_ATH_0069-14_lineage3.1.3_strain1	ERR2510388	no_distances_found	no_distances_found	node58	SRR11033636	99
walker2018b_ATH_0073-14_lineage3_strain1	ERR2510417	no_distances_found	no_distances_found	node154	ERR2510537	327
walker2018b_ATH_0074-14_lineage3_strain1	ERR2510435	no_distances_found	no_distances_found	node574	ERR2510484	125
walker2018b_ATH_0076-14_lineage3_strain1	ERR2510426	no_distances_found	no_distances_found	node1268	ERR228146	115
walker2018b_ATH_0078-14_lineage3_strain1	ERR2510436	no_distances_found	no_distances_found	node1375	ERR2510652	103
walker2018b_ATH_0079-14_lineage3_strain1	ERR2510462	no_distances_found	no_distances_found	node1576	ERR386970	210
walker2018b_ATH_0081-14_lineage3_strain1	ERR2510496	no_distances_found	no_distances_found	node2468	ERR386963	77
walker2018b_ATH_0082-14_lineage3_strain1	ERR2510485	no_distances_found	no_distances_found	node986	ERR278550	90
walker2018b_ATH_0083-14_lineage3_strain1	ERR2510511	no_distances_found	no_distances_found	node166	ERR278574	175
walker2018b_ATH_0085-14_lineage3_strain1	ERR2510508	no_distances_found	no_distances_found	node1716	ERR114472	186
walker2018b_ATH_0088-14_lineage3_strain1	ERR2510518	no_distances_found	no_distances_found	node467	ERR330727	34
walker2018b_ATH_0089-14_lineage3_strain1	ERR2510529	no_distances_found	no_distances_found	node2469	ERR386963	72
walker2018b_ATH_0090-14_lineage3_strain1	ERR2510517	no_distances_found	no_distances_found	node2524	ERR2510506	11
walker2018b_ATH_0091_14_lineage3_strain1	ERR2510533	no_distances_found	no_distances_found	node357	ERR2510571	63
walker2018b_BVH_0001-14_lineage3_strain1	ERR2510451	no_distances_found	no_distances_found	node591	ERR473331	263
walker2018b_BVH_0011-14_lineage3_strain1	ERR2510478	no_distances_found	no_distances_found	node2563	ERR386806	140
