host_id	isolate_id
dippenaara2019_12_lineage4.1.1.3_strain1	ERR3340707
dippenaara2019_13_lineage4.1.1.3_strain1	ERR3340711
dippenaara2019_14_lineage4.1.1.3_strain1	ERR3340720
dippenaara2019_15_lineage4.1.1.3_strain1	ERR3340737
dippenaara2019_19_lineage4.1.1.3_strain1	ERR3340696
dippenaara2019_21_lineage4.1.1.3_strain1	ERR3340733
dippenaara2019_22_lineage4.1.1.3_strain1	ERR3340719
dippenaara2019_24_lineage4.1.1.3_strain1	ERR3340712
guerra2014_KPS_20_lineage4.1.2_strain1	ERR163986
guerra2014_KPS_83_lineage4.1.1.3_strain1	ERR181827
guerra2014_KPS_84_lineage4.1.2.1_strain1	ERR473307
lieberman2016_P15_lineage4.1.2_strain1	SRR4033090
lieberman2016_P15_lineage4.1.2_strain1	SRR4033091
lieberman2016_P15_lineage4.1.2_strain1	SRR4033092
lieberman2016_P15_lineage4.1.2_strain1	SRR4033094
lieberman2016_P15_lineage4.1.2_strain1	SRR4033095
lieberman2016_P15_lineage4.1.2_strain1	SRR4033096
lieberman2016_P15_lineage4.1.2_strain1	SRR4033097
lieberman2016_P15_lineage4.1.2_strain1	SRR4033098
lieberman2016_P15_lineage4.1.2_strain1	SRR4033099
lieberman2016_P15_lineage4.1.2_strain1	SRR4033102
lieberman2016_P15_lineage4.1.2_strain1	SRR4033103
lieberman2016_P15_lineage4.1.2_strain1	SRR4033105
lieberman2016_P15_lineage4.1.2_strain1	SRR4033106
lieberman2016_P15_lineage4.1.2_strain1	SRR4033107
lieberman2016_P15_lineage4.1.2_strain1	SRR4033108
lieberman2016_P15_lineage4.1.2_strain1	SRR4033109
lieberman2016_P15_lineage4.1.2_strain1	SRR4033110
lieberman2016_P15_lineage4.1.2_strain1	SRR4033111
lieberman2016_P15_lineage4.1.2_strain1	SRR4033113
lieberman2016_P15_lineage4.1.2_strain1	SRR4033114
lieberman2016_P15_lineage4.1.2_strain1	SRR4033115
lieberman2016_P15_lineage4.1.2_strain1	SRR4033116
lieberman2016_P15_lineage4.1.2_strain1	SRR4033118
lieberman2016_P15_lineage4.1.2_strain1	SRR4033119
lieberman2016_P15_lineage4.1.2_strain1	SRR4033120
lieberman2016_P15_lineage4.1.2_strain1	SRR4033121
lieberman2016_P15_lineage4.1.2_strain1	SRR4033122
lieberman2016_P15_lineage4.1.2_strain1	SRR4033124
lieberman2016_P15_lineage4.1.2_strain1	SRR4033125
lieberman2016_P15_lineage4.1.2_strain1	SRR4033126
lieberman2016_P15_lineage4.1.2_strain1	SRR4033127
lieberman2016_P15_lineage4.1.2_strain1	SRR4033128
lieberman2016_P15_lineage4.1.2_strain1	SRR4033129
lieberman2016_P15_lineage4.1.2_strain1	SRR4033130
lieberman2016_P15_lineage4.1.2_strain1	SRR4033132
lieberman2016_P15_lineage4.1.2_strain1	SRR4033133
lieberman2016_P15_lineage4.1.2_strain1	SRR4033135
lieberman2016_P15_lineage4.1.2_strain1	SRR4033136
lieberman2016_P15_lineage4.1.2_strain1	SRR4033137
lieberman2016_P15_lineage4.1.2_strain1	SRR4033138
lieberman2016_P15_lineage4.1.2_strain1	SRR4033139
lieberman2016_P15_lineage4.1.2_strain1	SRR4033140
lieberman2016_P15_lineage4.1.2_strain1	SRR4033141
lieberman2016_P15_lineage4.1.2_strain1	SRR4033142
lieberman2016_P15_lineage4.1.2_strain1	SRR4033143
lieberman2016_P15_lineage4.1.2_strain1	SRR4033144
lieberman2016_P15_lineage4.1.2_strain1	SRR4033146
lieberman2016_P15_lineage4.1.2_strain1	SRR4033147
lieberman2016_P15_lineage4.1.2_strain1	SRR4033148
lieberman2016_P15_lineage4.1.2_strain1	SRR4033149
lieberman2016_P15_lineage4.1.2_strain1	SRR4033150
lieberman2016_P15_lineage4.1.2_strain1	SRR4033151
lieberman2016_P15_lineage4.1.2_strain1	SRR4033553
lieberman2016_P15_lineage4.1.2_strain1	SRR4033554
lieberman2016_P15_lineage4.1.2_strain1	SRR4033556
lieberman2016_P15_lineage4.1.2_strain1	SRR4033557
lieberman2016_P15_lineage4.1.2_strain1	SRR4033558
lieberman2016_P15_lineage4.1.2_strain1	SRR4033559
lieberman2016_P15_lineage4.1.2_strain1	SRR4033560
lieberman2016_P15_lineage4.1.2_strain1	SRR4033561
lieberman2016_P15_lineage4.1.2_strain1	SRR4033562
lieberman2016_P15_lineage4.1.2_strain1	SRR4033563
lieberman2016_P15_lineage4.1.2_strain1	SRR4033564
lieberman2016_P15_lineage4.1.2_strain1	SRR4033565
lieberman2016_P15_lineage4.1.2_strain1	SRR4033567
lieberman2016_P15_lineage4.1.2_strain1	SRR4033568
lieberman2016_P15_lineage4.1.2_strain1	SRR4033569
lieberman2016_P15_lineage4.1.2_strain1	SRR4033570
lieberman2016_P15_lineage4.1.2_strain1	SRR4033571
lieberman2016_P15_lineage4.1.2_strain1	SRR4033572
lieberman2016_P15_lineage4.1.2_strain1	SRR4033573
lieberman2016_P15_lineage4.1.2_strain1	SRR4033574
lieberman2016_P15_lineage4.1.2_strain1	SRR4033575
lieberman2016_P15_lineage4.1.2_strain1	SRR4033576
lieberman2016_P15_lineage4.1.2_strain1	SRR4033578
lieberman2016_P15_lineage4.1.2_strain1	SRR4033579
lieberman2016_P15_lineage4.1.2_strain1	SRR4033580
lieberman2016_P15_lineage4.1.2_strain1	SRR4033581
lieberman2016_P15_lineage4.1.2_strain1	SRR4033582
lieberman2016_P15_lineage4.1.2_strain1	SRR4033583
lieberman2016_P15_lineage4.1.2_strain1	SRR4033584
lieberman2016_P15_lineage4.1.2_strain1	SRR4033585
lieberman2016_P15_lineage4.1.2_strain1	SRR4033586
lieberman2016_P15_lineage4.1.2_strain1	SRR4033587
lieberman2016_P15_lineage4.1.2_strain1	SRR4033589
lieberman2016_P15_lineage4.1.2_strain1	SRR4033590
lieberman2016_P15_lineage4.1.2_strain1	SRR4033591
lieberman2016_P15_lineage4.1.2_strain1	SRR4033593
lieberman2016_P15_lineage4.1.2_strain1	SRR4033594
lieberman2016_P15_lineage4.1.2_strain1	SRR4033595
lieberman2016_P15_lineage4.1.2_strain1	SRR4033596
lieberman2016_P15_lineage4.1.2_strain1	SRR4033597
lieberman2016_P23_lineage4.1.2_strain1	SRR4035669
lieberman2016_P23_lineage4.1.2_strain1	SRR4035670
lieberman2016_P23_lineage4.1.2_strain1	SRR4035671
lieberman2016_P23_lineage4.1.2_strain1	SRR4035673
lieberman2016_P23_lineage4.1.2_strain1	SRR4035683
lieberman2016_P23_lineage4.1.2_strain1	SRR4035701
lieberman2016_P23_lineage4.1.2_strain1	SRR4035703
lieberman2016_P23_lineage4.1.2_strain1	SRR4035704
lieberman2016_P23_lineage4.1.2_strain1	SRR4035706
lieberman2016_P23_lineage4.1.2_strain1	SRR4035707
lieberman2016_P23_lineage4.1.2_strain1	SRR4035708
lieberman2016_P23_lineage4.1.2_strain1	SRR4035710
lieberman2016_P23_lineage4.1.2_strain1	SRR4035711
lieberman2016_P23_lineage4.1.2_strain1	SRR4035712
lieberman2016_P23_lineage4.1.2_strain1	SRR4035713
lieberman2016_P23_lineage4.1.2_strain1	SRR4035715
lieberman2016_P23_lineage4.1.2_strain1	SRR4035716
lieberman2016_P23_lineage4.1.2_strain1	SRR4035717
lieberman2016_P23_lineage4.1.2_strain1	SRR4035718
lieberman2016_P23_lineage4.1.2_strain1	SRR4035719
lieberman2016_P23_lineage4.1.2_strain1	SRR4035723
lieberman2016_P23_lineage4.1.2_strain1	SRR4035724
lieberman2016_P23_lineage4.1.2_strain1	SRR4035725
lieberman2016_P23_lineage4.1.2_strain1	SRR4035726
lieberman2016_P23_lineage4.1.2_strain1	SRR4035727
lieberman2016_P23_lineage4.1.2_strain1	SRR4035728
lieberman2016_P23_lineage4.1.2_strain1	SRR4035729
lieberman2016_P23_lineage4.1.2_strain1	SRR4035730
lieberman2016_P23_lineage4.1.2_strain1	SRR4035732
lieberman2016_P23_lineage4.1.2_strain1	SRR4035734
lieberman2016_P23_lineage4.1.2_strain1	SRR4035735
lieberman2016_P23_lineage4.1.2_strain1	SRR4035736
lieberman2016_P23_lineage4.1.2_strain1	SRR4035738
lieberman2016_P23_lineage4.1.2_strain1	SRR4035739
lieberman2016_P23_lineage4.1.2_strain1	SRR4035740
lieberman2016_P23_lineage4.1.2_strain1	SRR4035741
lieberman2016_P23_lineage4.1.2_strain1	SRR4035743
lieberman2016_P23_lineage4.1.2_strain1	SRR4035744
lieberman2016_P23_lineage4.1.2_strain1	SRR4035746
lieberman2016_P23_lineage4.1.2_strain1	SRR4035747
lieberman2016_P23_lineage4.1.2_strain1	SRR4035748
lieberman2016_P23_lineage4.1.2_strain1	SRR4035749
lieberman2016_P23_lineage4.1.2_strain1	SRR4035750
lieberman2016_P23_lineage4.1.2_strain1	SRR4035751
lieberman2016_P23_lineage4.1.2_strain1	SRR4035752
lieberman2016_P23_lineage4.1.2_strain1	SRR4035755
lieberman2016_P23_lineage4.1.2_strain1	SRR4035756
lieberman2016_P23_lineage4.1.2_strain1	SRR4035757
lieberman2016_P23_lineage4.1.2_strain1	SRR4035759
lieberman2016_P23_lineage4.1.2_strain1	SRR4035760
lieberman2016_P23_lineage4.1.2_strain1	SRR4035761
lieberman2016_P23_lineage4.1.2_strain1	SRR4035762
lieberman2016_P23_lineage4.1.2_strain1	SRR4035763
lieberman2016_P23_lineage4.1.2_strain1	SRR4035764
lieberman2016_P23_lineage4.1.2_strain1	SRR4035766
lieberman2016_P23_lineage4.1.2_strain1	SRR4035768
lieberman2016_P23_lineage4.1.2_strain1	SRR4035770
lieberman2016_P23_lineage4.1.2_strain1	SRR4035771
lieberman2016_P23_lineage4.1.2_strain1	SRR4035773
lieberman2016_P23_lineage4.1.2_strain1	SRR4035774
lieberman2016_P23_lineage4.1.2_strain1	SRR4035775
lieberman2016_P23_lineage4.1.2_strain1	SRR4035777
lieberman2016_P23_lineage4.1.2_strain1	SRR4035778
lieberman2016_P23_lineage4.1.2_strain1	SRR4035779
lieberman2016_P23_lineage4.1.2_strain1	SRR4035780
lieberman2016_P23_lineage4.1.2_strain1	SRR4035781
lieberman2016_P23_lineage4.1.2_strain1	SRR4035782
lieberman2016_P23_lineage4.1.2_strain1	SRR4035783
lieberman2016_P23_lineage4.1.2_strain1	SRR4035784
lieberman2016_P23_lineage4.1.2_strain1	SRR4035785
lieberman2016_P23_lineage4.1.2_strain1	SRR4035788
lieberman2016_P23_lineage4.1.2_strain1	SRR4035790
lieberman2016_P23_lineage4.1.2_strain1	SRR4035791
lieberman2016_P23_lineage4.1.2_strain1	SRR4035793
lieberman2016_P23_lineage4.1.2_strain1	SRR4035794
lieberman2016_P23_lineage4.1.2_strain1	SRR4035796
lieberman2016_P23_lineage4.1.2_strain1	SRR4035801
lieberman2016_P23_lineage4.1.2_strain1	SRR4035802
lieberman2016_P23_lineage4.1.2_strain1	SRR4035803
lieberman2016_P23_lineage4.1.2_strain1	SRR4035804
lieberman2016_P23_lineage4.1.2_strain1	SRR4035805
lieberman2016_P23_lineage4.1.2_strain1	SRR4035806
lieberman2016_P23_lineage4.1.2_strain1	SRR4035808
lieberman2016_P23_lineage4.1.2_strain1	SRR4035810
lieberman2016_P23_lineage4.1.2_strain1	SRR4035811
lieberman2016_P23_lineage4.1.2_strain1	SRR4035813
lieberman2016_P23_lineage4.1.2_strain1	SRR4035814
lieberman2016_P23_lineage4.1.2_strain1	SRR4035815
lieberman2016_P23_lineage4.1.2_strain1	SRR4035816
lieberman2016_P23_lineage4.1.2_strain1	SRR4035818
lieberman2016_P23_lineage4.1.2_strain1	SRR4035819
lieberman2016_P23_lineage4.1.2_strain1	SRR4035821
lieberman2016_P23_lineage4.1.2_strain1	SRR4035822
lieberman2016_P23_lineage4.1.2_strain1	SRR4035823
lieberman2016_P23_lineage4.1.2_strain1	SRR4035824
lieberman2016_P23_lineage4.1.2_strain1	SRR4035825
lieberman2016_P23_lineage4.1.2_strain1	SRR4035826
lieberman2016_P23_lineage4.1.2_strain1	SRR4035827
lieberman2016_P23_lineage4.1.2_strain1	SRR4035828
lieberman2016_P23_lineage4.1.2_strain1	SRR4035830
lieberman2016_P23_lineage4.1.2_strain1	SRR4035835
lieberman2016_P23_lineage4.1.2_strain1	SRR4035836
lieberman2016_P23_lineage4.1.2_strain1	SRR4035837
lieberman2016_P23_lineage4.1.2_strain1	SRR4035838
lieberman2016_P23_lineage4.1.2_strain1	SRR4035839
lieberman2016_P23_lineage4.1.2_strain1	SRR4035840
lieberman2016_P23_lineage4.1.2_strain1	SRR4035841
lieberman2016_P23_lineage4.1.2_strain1	SRR4035843
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034149
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034161
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034630
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034633
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034636
lieberman2016_P37_lineage4.1.1.3_strain1	SRR4034637
lieberman2016_P39_lineage4.1.2_strain1	SRR4034274
lieberman2016_P39_lineage4.1.2_strain1	SRR4034275
lieberman2016_P39_lineage4.1.2_strain1	SRR4034276
lieberman2016_P39_lineage4.1.2_strain1	SRR4034277
lieberman2016_P39_lineage4.1.2_strain1	SRR4034278
lieberman2016_P39_lineage4.1.2_strain1	SRR4034279
lieberman2016_P39_lineage4.1.2_strain1	SRR4034280
lieberman2016_P39_lineage4.1.2_strain1	SRR4034282
lieberman2016_P39_lineage4.1.2_strain1	SRR4034283
lieberman2016_P39_lineage4.1.2_strain1	SRR4034284
lieberman2016_P39_lineage4.1.2_strain1	SRR4034285
lieberman2016_P39_lineage4.1.2_strain1	SRR4034286
lieberman2016_P39_lineage4.1.2_strain1	SRR4034287
lieberman2016_P39_lineage4.1.2_strain1	SRR4034288
lieberman2016_P39_lineage4.1.2_strain1	SRR4034289
lieberman2016_P39_lineage4.1.2_strain1	SRR4034290
lieberman2016_P39_lineage4.1.2_strain1	SRR4034291
lieberman2016_P39_lineage4.1.2_strain1	SRR4034293
lieberman2016_P39_lineage4.1.2_strain1	SRR4034295
lieberman2016_P39_lineage4.1.2_strain1	SRR4034296
lieberman2016_P39_lineage4.1.2_strain1	SRR4034297
lieberman2016_P39_lineage4.1.2_strain1	SRR4034298
lieberman2016_P39_lineage4.1.2_strain1	SRR4034299
lieberman2016_P39_lineage4.1.2_strain1	SRR4034300
lieberman2016_P39_lineage4.1.2_strain1	SRR4034301
lieberman2016_P39_lineage4.1.2_strain1	SRR4034302
lieberman2016_P39_lineage4.1.2_strain1	SRR4034304
lieberman2016_P39_lineage4.1.2_strain1	SRR4034305
lieberman2016_P39_lineage4.1.2_strain1	SRR4034307
lieberman2016_P39_lineage4.1.2_strain1	SRR4034308
lieberman2016_P39_lineage4.1.2_strain1	SRR4034309
lieberman2016_P39_lineage4.1.2_strain1	SRR4034310
lieberman2016_P39_lineage4.1.2_strain1	SRR4034311
lieberman2016_P39_lineage4.1.2_strain1	SRR4034312
lieberman2016_P39_lineage4.1.2_strain1	SRR4034313
lieberman2016_P39_lineage4.1.2_strain1	SRR4034315
lieberman2016_P39_lineage4.1.2_strain1	SRR4034316
lieberman2016_P39_lineage4.1.2_strain1	SRR4034318
lieberman2016_P39_lineage4.1.2_strain1	SRR4034319
lieberman2016_P39_lineage4.1.2_strain1	SRR4034320
lieberman2016_P39_lineage4.1.2_strain1	SRR4034321
lieberman2016_P39_lineage4.1.2_strain1	SRR4034322
lieberman2016_P39_lineage4.1.2_strain1	SRR4034323
lieberman2016_P39_lineage4.1.2_strain1	SRR4034326
lieberman2016_P39_lineage4.1.2_strain1	SRR4034327
lieberman2016_P39_lineage4.1.2_strain1	SRR4034328
lieberman2016_P39_lineage4.1.2_strain1	SRR4034329
lieberman2016_P39_lineage4.1.2_strain1	SRR4034330
lieberman2016_P39_lineage4.1.2_strain1	SRR4034331
lieberman2016_P39_lineage4.1.2_strain1	SRR4034332
lieberman2016_P39_lineage4.1.2_strain1	SRR4034333
lieberman2016_P39_lineage4.1.2_strain1	SRR4034334
lieberman2016_P39_lineage4.1.2_strain1	SRR4034335
lieberman2016_P39_lineage4.1.2_strain1	SRR4034337
lieberman2016_P39_lineage4.1.2_strain1	SRR4034338
lieberman2016_P39_lineage4.1.2_strain1	SRR4034339
lieberman2016_P39_lineage4.1.2_strain1	SRR4034340
lieberman2016_P39_lineage4.1.2_strain1	SRR4034341
lieberman2016_P39_lineage4.1.2_strain1	SRR4034342
lieberman2016_P39_lineage4.1.2_strain1	SRR4034343
lieberman2016_P39_lineage4.1.2_strain1	SRR4034344
lieberman2016_P39_lineage4.1.2_strain1	SRR4034345
lieberman2016_P39_lineage4.1.2_strain1	SRR4034346
lieberman2016_P39_lineage4.1.2_strain1	SRR4034348
lieberman2016_P39_lineage4.1.2_strain1	SRR4034349
lieberman2016_P39_lineage4.1.2_strain1	SRR4034350
lieberman2016_P39_lineage4.1.2_strain1	SRR4034351
lieberman2016_P39_lineage4.1.2_strain1	SRR4034352
lieberman2016_P39_lineage4.1.2_strain1	SRR4034353
lieberman2016_P39_lineage4.1.2_strain1	SRR4034354
lieberman2016_P39_lineage4.1.2_strain1	SRR4034355
lieberman2016_P39_lineage4.1.2_strain1	SRR4034356
lieberman2016_P39_lineage4.1.2_strain1	SRR4034357
lieberman2016_P39_lineage4.1.2_strain1	SRR4034359
lieberman2016_P39_lineage4.1.2_strain1	SRR4034360
lieberman2016_P39_lineage4.1.2_strain1	SRR4034361
lieberman2016_P39_lineage4.1.2_strain1	SRR4034362
lieberman2016_P39_lineage4.1.2_strain1	SRR4034363
lieberman2016_P39_lineage4.1.2_strain1	SRR4034364
lieberman2016_P39_lineage4.1.2_strain1	SRR4034365
lieberman2016_P39_lineage4.1.2_strain1	SRR4034366
lieberman2016_P39_lineage4.1.2_strain1	SRR4034367
lieberman2016_P39_lineage4.1.2_strain1	SRR4034368
lieberman2016_P39_lineage4.1.2_strain1	SRR4034371
lieberman2016_P39_lineage4.1.2_strain1	SRR4034372
lieberman2016_P39_lineage4.1.2_strain1	SRR4034373
lieberman2016_P39_lineage4.1.2_strain1	SRR4034374
lieberman2016_P39_lineage4.1.2_strain1	SRR4034375
lieberman2016_P39_lineage4.1.2_strain1	SRR4034376
lieberman2016_P39_lineage4.1.2_strain1	SRR4034377
lieberman2016_P39_lineage4.1.2_strain1	SRR4034378
lieberman2016_P39_lineage4.1.2_strain1	SRR4034379
lieberman2016_P39_lineage4.1.2_strain1	SRR4034380
lieberman2016_P39_lineage4.1.2_strain1	SRR4034382
lieberman2016_P39_lineage4.1.2_strain1	SRR4034383
lieberman2016_P39_lineage4.1.2_strain1	SRR4034384
lieberman2016_P4_lineage4.1.2.1_strain1	SRR4034386
lieberman2016_P4_lineage4.1.2.1_strain1	SRR4034387
lieberman2016_P4_lineage4.1.2.1_strain1	SRR4034388
lieberman2016_P4_lineage4.1.2.1_strain1	SRR4034389
lieberman2016_P42_lineage4.1.2_strain1	SRR4034561
lieberman2016_P42_lineage4.1.2_strain1	SRR4034562
lieberman2016_P42_lineage4.1.2_strain1	SRR4034563
lieberman2016_P42_lineage4.1.2_strain1	SRR4034565
lieberman2016_P42_lineage4.1.2_strain1	SRR4034566
lieberman2016_P42_lineage4.1.2_strain1	SRR4034567
lieberman2016_P42_lineage4.1.2_strain1	SRR4034568
lieberman2016_P42_lineage4.1.2_strain1	SRR4034570
lieberman2016_P42_lineage4.1.2_strain1	SRR4034571
lieberman2016_P42_lineage4.1.2_strain1	SRR4034572
lieberman2016_P42_lineage4.1.2_strain1	SRR4034573
lieberman2016_P42_lineage4.1.2_strain1	SRR4034574
lieberman2016_P42_lineage4.1.2_strain1	SRR4034575
lieberman2016_P42_lineage4.1.2_strain1	SRR4034576
lieberman2016_P42_lineage4.1.2_strain1	SRR4034577
lieberman2016_P42_lineage4.1.2_strain1	SRR4034578
lieberman2016_P42_lineage4.1.2_strain1	SRR4034579
lieberman2016_P42_lineage4.1.2_strain1	SRR4034581
lieberman2016_P42_lineage4.1.2_strain1	SRR4034582
lieberman2016_P42_lineage4.1.2_strain1	SRR4034583
lieberman2016_P42_lineage4.1.2_strain1	SRR4034584
lieberman2016_P42_lineage4.1.2_strain1	SRR4034585
lieberman2016_P42_lineage4.1.2_strain1	SRR4034586
lieberman2016_P42_lineage4.1.2_strain1	SRR4034587
lieberman2016_P42_lineage4.1.2_strain1	SRR4034588
lieberman2016_P42_lineage4.1.2_strain1	SRR4034589
lieberman2016_P42_lineage4.1.2_strain1	SRR4034647
lieberman2016_P42_lineage4.1.2_strain1	SRR4034648
lieberman2016_P42_lineage4.1.2_strain1	SRR4034649
lieberman2016_P42_lineage4.1.2_strain1	SRR4034660
lieberman2016_P42_lineage4.1.2_strain1	SRR4034682
lieberman2016_P42_lineage4.1.2_strain1	SRR4034693
lieberman2016_P42_lineage4.1.2_strain1	SRR4034704
lieberman2016_P42_lineage4.1.2_strain1	SRR4034715
lieberman2016_P42_lineage4.1.2_strain1	SRR4034726
lieberman2016_P42_lineage4.1.2_strain1	SRR4034737
lieberman2016_P42_lineage4.1.2_strain1	SRR4034748
lieberman2016_P42_lineage4.1.2_strain1	SRR4034757
lieberman2016_P42_lineage4.1.2_strain1	SRR4034758
lieberman2016_P42_lineage4.1.2_strain1	SRR4034759
lieberman2016_P42_lineage4.1.2_strain1	SRR4034760
lieberman2016_P42_lineage4.1.2_strain1	SRR4034761
lieberman2016_P42_lineage4.1.2_strain1	SRR4034762
lieberman2016_P42_lineage4.1.2_strain1	SRR4034763
lieberman2016_P42_lineage4.1.2_strain1	SRR4034764
lieberman2016_P42_lineage4.1.2_strain1	SRR4034768
lieberman2016_P42_lineage4.1.2_strain1	SRR4034779
lieberman2016_P42_lineage4.1.2_strain1	SRR4034790
lieberman2016_P42_lineage4.1.2_strain1	SRR4034801
lieberman2016_P42_lineage4.1.2_strain1	SRR4034812
lieberman2016_P42_lineage4.1.2_strain1	SRR4034823
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034765
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034766
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034767
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034770
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034771
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034772
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034773
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034774
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034775
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034776
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034777
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034778
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034780
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034781
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034782
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034783
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034784
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034785
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034786
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034787
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034788
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034789
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034791
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034792
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034793
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034794
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034797
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034798
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034799
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034802
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034803
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034804
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034805
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034806
lieberman2016_P43_lineage4.1.1.1_strain1	SRR4034807
nimmo2020_K0006_lineage4.1.1.1_strain1	SRR10315487
nimmo2020_K0054_lineage4.1.2_strain1	SRR10315694
nimmo2020_K0075_lineage4.1.1.3_strain1	SRR10315721
nimmo2020_K0075_lineage4.1.1.3_strain1	SRR10315722
nimmo2020_K0081_lineage4.1.2_strain1	SRR11349143
nimmo2020_K0082_lineage4.1.1.3_strain1	SRR10315667
nimmo2020_K0082_lineage4.1.1.3_strain1	SRR11349140
nimmo2020_K0082_lineage4.1.1.3_strain1	SRR11349150
nimmo2020_K0097_lineage4.1.2_strain1	SRR10315647
nimmo2020_P0004_lineage4.1.2.1_strain1	SRR10315629
nimmo2020_P0017_lineage4.1.2.1_strain1	SRR10315628
nimmo2020_P0080_lineage4.1.2.1_strain1	SRR10315617
nimmo2020_P0080_lineage4.1.2.1_strain1	SRR10315618
