ERR029211,Drug-resistance,Sensitive
ERR036185,Drug-resistance,MDR-TB
ERR036186,Drug-resistance,Sensitive
ERR036187,Drug-resistance,Sensitive
ERR036188,Drug-resistance,MDR-TB
ERR036189,Drug-resistance,Sensitive
ERR036190,Drug-resistance,Other
ERR036191,Drug-resistance,Sensitive
ERR036192,Drug-resistance,Sensitive
ERR036193,Drug-resistance,Sensitive
ERR036194,Drug-resistance,Other
ERR036195,Drug-resistance,Other
ERR036196,Drug-resistance,Sensitive
ERR036197,Drug-resistance,Sensitive
ERR036198,Drug-resistance,Other
ERR036199,Drug-resistance,Sensitive
ERR036200,Drug-resistance,Sensitive
ERR036201,Drug-resistance,Sensitive
ERR036202,Drug-resistance,Sensitive
ERR036203,Drug-resistance,HR-TB
ERR036204,Drug-resistance,Sensitive
ERR036205,Drug-resistance,Sensitive
ERR036206,Drug-resistance,Sensitive
ERR036207,Drug-resistance,Other
ERR036208,Drug-resistance,Sensitive
ERR036209,Drug-resistance,Other
ERR036210,Drug-resistance,Sensitive
ERR036211,Drug-resistance,Other
ERR036212,Drug-resistance,Sensitive
ERR036213,Drug-resistance,Sensitive
ERR036214,Drug-resistance,Sensitive
ERR036215,Drug-resistance,Other
ERR036216,Drug-resistance,Sensitive
ERR036217,Drug-resistance,Sensitive
ERR036218,Drug-resistance,Sensitive
ERR036219,Drug-resistance,Sensitive
ERR036220,Drug-resistance,Sensitive
ERR036221,Drug-resistance,Sensitive
ERR036222,Drug-resistance,Sensitive
ERR036223,Drug-resistance,Sensitive
ERR036224,Drug-resistance,HR-TB
ERR036225,Drug-resistance,Other
ERR036226,Drug-resistance,HR-TB
ERR036227,Drug-resistance,Other
ERR036228,Drug-resistance,Sensitive
ERR036229,Drug-resistance,Sensitive
ERR036230,Drug-resistance,Sensitive
ERR036231,Drug-resistance,Sensitive
ERR036232,Drug-resistance,Sensitive
ERR036233,Drug-resistance,Other
ERR036234,Drug-resistance,HR-TB
ERR036235,Drug-resistance,Sensitive
ERR036236,Drug-resistance,Sensitive
ERR036237,Drug-resistance,Sensitive
ERR036238,Drug-resistance,Sensitive
ERR036239,Drug-resistance,Sensitive
ERR036240,Drug-resistance,Other
ERR036241,Drug-resistance,Other
ERR036242,Drug-resistance,Sensitive
ERR036243,Drug-resistance,Sensitive
ERR036244,Drug-resistance,Sensitive
ERR036245,Drug-resistance,Sensitive
ERR036246,Drug-resistance,Sensitive
ERR036247,Drug-resistance,Sensitive
ERR036248,Drug-resistance,Sensitive
ERR036249,Drug-resistance,HR-TB
ERR037467,Drug-resistance,Sensitive
ERR037468,Drug-resistance,Sensitive
ERR037469,Drug-resistance,HR-TB
ERR037470,Drug-resistance,Sensitive
ERR037471,Drug-resistance,Sensitive
ERR037472,Drug-resistance,Sensitive
ERR037473,Drug-resistance,Sensitive
ERR037474,Drug-resistance,Sensitive
ERR037475,Drug-resistance,HR-TB
ERR037476,Drug-resistance,Sensitive
ERR037477,Drug-resistance,Sensitive
ERR037478,Drug-resistance,Sensitive
ERR037479,Drug-resistance,Sensitive
ERR037480,Drug-resistance,Sensitive
ERR037481,Drug-resistance,Sensitive
ERR037482,Drug-resistance,Other
ERR037483,Drug-resistance,Sensitive
ERR037484,Drug-resistance,Sensitive
ERR037485,Drug-resistance,Sensitive
ERR037486,Drug-resistance,MDR-TB
ERR037487,Drug-resistance,Sensitive
ERR037488,Drug-resistance,Other
ERR037489,Drug-resistance,Sensitive
ERR037490,Drug-resistance,Sensitive
ERR037491,Drug-resistance,HR-TB
ERR037492,Drug-resistance,Sensitive
ERR037493,Drug-resistance,Sensitive
ERR037494,Drug-resistance,Other
ERR037495,Drug-resistance,Sensitive
ERR037496,Drug-resistance,Sensitive
ERR037497,Drug-resistance,Sensitive
ERR037498,Drug-resistance,Sensitive
ERR037499,Drug-resistance,Sensitive
ERR037500,Drug-resistance,Sensitive
ERR037501,Drug-resistance,Sensitive
ERR037502,Drug-resistance,Sensitive
ERR037503,Drug-resistance,Sensitive
ERR037504,Drug-resistance,Other
ERR037505,Drug-resistance,Sensitive
ERR037506,Drug-resistance,Sensitive
ERR037507,Drug-resistance,Other
ERR037508,Drug-resistance,Sensitive
ERR037509,Drug-resistance,Sensitive
ERR037510,Drug-resistance,Other
ERR037511,Drug-resistance,Sensitive
ERR037512,Drug-resistance,Sensitive
ERR037513,Drug-resistance,Sensitive
ERR037514,Drug-resistance,Sensitive
ERR037515,Drug-resistance,Sensitive
ERR037516,Drug-resistance,Sensitive
ERR037517,Drug-resistance,Sensitive
ERR037518,Drug-resistance,HR-TB
ERR037519,Drug-resistance,Sensitive
ERR037520,Drug-resistance,Sensitive
ERR037521,Drug-resistance,Sensitive
ERR037522,Drug-resistance,HR-TB
ERR037523,Drug-resistance,Sensitive
ERR037524,Drug-resistance,Sensitive
ERR037525,Drug-resistance,Sensitive
ERR037526,Drug-resistance,Sensitive
ERR037527,Drug-resistance,Sensitive
ERR037528,Drug-resistance,Sensitive
ERR037529,Drug-resistance,Other
ERR037530,Drug-resistance,Sensitive
ERR037531,Drug-resistance,Sensitive
ERR037532,Drug-resistance,Sensitive
ERR037533,Drug-resistance,Sensitive
ERR037534,Drug-resistance,Other
ERR037535,Drug-resistance,Sensitive
ERR037536,Drug-resistance,Sensitive
ERR037537,Drug-resistance,Sensitive
ERR037538,Drug-resistance,Sensitive
ERR037539,Drug-resistance,Sensitive
ERR037540,Drug-resistance,Sensitive
ERR037541,Drug-resistance,Sensitive
ERR037542,Drug-resistance,Sensitive
ERR037543,Drug-resistance,Sensitive
ERR037544,Drug-resistance,Sensitive
ERR037545,Drug-resistance,Sensitive
ERR037546,Drug-resistance,Sensitive
ERR037547,Drug-resistance,Sensitive
ERR037548,Drug-resistance,Sensitive
ERR037549,Drug-resistance,Sensitive
ERR037550,Drug-resistance,Sensitive
ERR037551,Drug-resistance,Sensitive
ERR037552,Drug-resistance,Sensitive
ERR037553,Drug-resistance,Sensitive
ERR037554,Drug-resistance,Sensitive
ERR037555,Drug-resistance,Sensitive
ERR038253,Drug-resistance,Sensitive
ERR038254,Drug-resistance,Sensitive
ERR038255,Drug-resistance,Sensitive
ERR038256,Drug-resistance,Sensitive
ERR038257,Drug-resistance,Sensitive
ERR038258,Drug-resistance,Sensitive
ERR038259,Drug-resistance,Sensitive
ERR038260,Drug-resistance,Other
ERR038261,Drug-resistance,Other
ERR038262,Drug-resistance,Other
ERR038263,Drug-resistance,Other
ERR038264,Drug-resistance,Sensitive
ERR038265,Drug-resistance,Sensitive
ERR038266,Drug-resistance,Sensitive
ERR038267,Drug-resistance,Sensitive
ERR038268,Drug-resistance,HR-TB
ERR038269,Drug-resistance,Sensitive
ERR038270,Drug-resistance,Sensitive
ERR038271,Drug-resistance,Sensitive
ERR038272,Drug-resistance,Sensitive
ERR038273,Drug-resistance,Sensitive
ERR038274,Drug-resistance,Sensitive
ERR038275,Drug-resistance,Sensitive
ERR038276,Drug-resistance,Sensitive
ERR038277,Drug-resistance,Sensitive
ERR038278,Drug-resistance,Sensitive
ERR038279,Drug-resistance,Sensitive
ERR038280,Drug-resistance,Other
ERR038281,Drug-resistance,Sensitive
ERR038282,Drug-resistance,Sensitive
ERR038283,Drug-resistance,Sensitive
ERR038284,Drug-resistance,Sensitive
ERR038285,Drug-resistance,Sensitive
ERR038286,Drug-resistance,Sensitive
ERR038287,Drug-resistance,Sensitive
ERR038288,Drug-resistance,Sensitive
ERR038289,Drug-resistance,Other
ERR038290,Drug-resistance,Sensitive
ERR038291,Drug-resistance,Sensitive
ERR038292,Drug-resistance,Sensitive
ERR038293,Drug-resistance,Sensitive
ERR038294,Drug-resistance,Pre-XDR-TB
ERR038295,Drug-resistance,Pre-XDR-TB
ERR038296,Drug-resistance,Pre-XDR-TB
ERR038297,Drug-resistance,Pre-XDR-TB
ERR038298,Drug-resistance,Sensitive
ERR038299,Drug-resistance,Sensitive
ERR038300,Drug-resistance,Sensitive
ERR038736,Drug-resistance,MDR-TB
ERR038737,Drug-resistance,MDR-TB
ERR038738,Drug-resistance,RR-TB
ERR038739,Drug-resistance,MDR-TB
ERR038740,Drug-resistance,MDR-TB
ERR038741,Drug-resistance,MDR-TB
ERR038742,Drug-resistance,MDR-TB
ERR038743,Drug-resistance,RR-TB
ERR038744,Drug-resistance,MDR-TB
ERR038745,Drug-resistance,MDR-TB
ERR038746,Drug-resistance,MDR-TB
ERR038747,Drug-resistance,MDR-TB
ERR038748,Drug-resistance,MDR-TB
ERR038749,Drug-resistance,RR-TB
ERR038750,Drug-resistance,MDR-TB
ERR038751,Drug-resistance,MDR-TB
ERR038752,Drug-resistance,MDR-TB
ERR038753,Drug-resistance,MDR-TB
ERR038754,Drug-resistance,MDR-TB
ERR038755,Drug-resistance,MDR-TB
ERR039323,Drug-resistance,Sensitive
ERR039324,Drug-resistance,Sensitive
ERR039325,Drug-resistance,Sensitive
ERR039326,Drug-resistance,Sensitive
ERR039327,Drug-resistance,Sensitive
ERR039328,Drug-resistance,Sensitive
ERR039329,Drug-resistance,Sensitive
ERR039330,Drug-resistance,Sensitive
ERR039331,Drug-resistance,Sensitive
ERR039332,Drug-resistance,Sensitive
ERR039333,Drug-resistance,Sensitive
ERR039334,Drug-resistance,Sensitive
ERR039335,Drug-resistance,Sensitive
ERR039336,Drug-resistance,Sensitive
ERR039337,Drug-resistance,Sensitive
ERR039338,Drug-resistance,Sensitive
ERR039339,Drug-resistance,Sensitive
ERR039340,Drug-resistance,Sensitive
ERR039341,Drug-resistance,Sensitive
ERR039342,Drug-resistance,Sensitive
ERR039343,Drug-resistance,Sensitive
ERR039344,Drug-resistance,Sensitive
ERR039345,Drug-resistance,Sensitive
ERR039346,Drug-resistance,Sensitive
ERR040086,Drug-resistance,Sensitive
ERR040087,Drug-resistance,Other
ERR040088,Drug-resistance,Sensitive
ERR040089,Drug-resistance,Other
ERR040090,Drug-resistance,Sensitive
ERR040091,Drug-resistance,Sensitive
ERR040092,Drug-resistance,Sensitive
ERR040093,Drug-resistance,Sensitive
ERR040094,Drug-resistance,Sensitive
ERR040095,Drug-resistance,Sensitive
ERR040096,Drug-resistance,Sensitive
ERR040097,Drug-resistance,Sensitive
ERR040098,Drug-resistance,Sensitive
ERR040099,Drug-resistance,Sensitive
ERR040100,Drug-resistance,Sensitive
ERR040101,Drug-resistance,Sensitive
ERR040102,Drug-resistance,Sensitive
ERR040103,Drug-resistance,Sensitive
ERR040104,Drug-resistance,Sensitive
ERR040105,Drug-resistance,Other
ERR040106,Drug-resistance,Sensitive
ERR040107,Drug-resistance,Sensitive
ERR040108,Drug-resistance,Sensitive
ERR040109,Drug-resistance,Sensitive
ERR040112,Drug-resistance,Sensitive
ERR040113,Drug-resistance,Sensitive
ERR040114,Drug-resistance,Sensitive
ERR040115,Drug-resistance,MDR-TB
ERR040116,Drug-resistance,Other
ERR040117,Drug-resistance,Sensitive
ERR040118,Drug-resistance,MDR-TB
ERR040119,Drug-resistance,HR-TB
ERR040120,Drug-resistance,MDR-TB
ERR040121,Drug-resistance,MDR-TB
ERR040122,Drug-resistance,MDR-TB
ERR040123,Drug-resistance,MDR-TB
ERR040124,Drug-resistance,MDR-TB
ERR040125,Drug-resistance,MDR-TB
ERR040126,Drug-resistance,MDR-TB
ERR040127,Drug-resistance,MDR-TB
ERR040128,Drug-resistance,MDR-TB
ERR040129,Drug-resistance,MDR-TB
ERR040130,Drug-resistance,MDR-TB
ERR040131,Drug-resistance,MDR-TB
ERR040132,Drug-resistance,MDR-TB
ERR040133,Drug-resistance,Sensitive
ERR040134,Drug-resistance,MDR-TB
ERR040135,Drug-resistance,MDR-TB
ERR040136,Drug-resistance,MDR-TB
ERR040137,Drug-resistance,MDR-TB
ERR040138,Drug-resistance,MDR-TB
ERR040139,Drug-resistance,MDR-TB
ERR040140,Drug-resistance,Pre-XDR-TB
ERR040141,Drug-resistance,MDR-TB
ERR040142,Drug-resistance,MDR-TB
ERR046729,Drug-resistance,Sensitive
ERR046730,Drug-resistance,HR-TB
ERR046731,Drug-resistance,Sensitive
ERR046732,Drug-resistance,Sensitive
ERR046733,Drug-resistance,Sensitive
ERR046734,Drug-resistance,Sensitive
ERR046735,Drug-resistance,Sensitive
ERR046736,Drug-resistance,Sensitive
ERR046737,Drug-resistance,Sensitive
ERR046738,Drug-resistance,Sensitive
ERR046739,Drug-resistance,Sensitive
ERR046740,Drug-resistance,Sensitive
ERR046741,Drug-resistance,Sensitive
ERR046742,Drug-resistance,Sensitive
ERR046743,Drug-resistance,Sensitive
ERR046744,Drug-resistance,Sensitive
ERR046745,Drug-resistance,Sensitive
ERR046746,Drug-resistance,Sensitive
ERR046747,Drug-resistance,Other
ERR046748,Drug-resistance,Other
ERR046749,Drug-resistance,Other
ERR046750,Drug-resistance,Other
ERR046751,Drug-resistance,Sensitive
ERR046752,Drug-resistance,Sensitive
ERR046753,Drug-resistance,Sensitive
ERR046754,Drug-resistance,Sensitive
ERR046755,Drug-resistance,Sensitive
ERR046756,Drug-resistance,Sensitive
ERR046757,Drug-resistance,Sensitive
ERR046758,Drug-resistance,Sensitive
ERR046759,Drug-resistance,Sensitive
ERR046760,Drug-resistance,Sensitive
ERR046761,Drug-resistance,Sensitive
ERR046762,Drug-resistance,Sensitive
ERR046763,Drug-resistance,Sensitive
ERR046764,Drug-resistance,Sensitive
ERR046765,Drug-resistance,Sensitive
ERR046766,Drug-resistance,Sensitive
ERR046767,Drug-resistance,Sensitive
ERR046768,Drug-resistance,Sensitive
ERR046769,Drug-resistance,Sensitive
ERR046770,Drug-resistance,Sensitive
ERR046771,Drug-resistance,Sensitive
ERR046772,Drug-resistance,Sensitive
ERR046773,Drug-resistance,Sensitive
ERR046774,Drug-resistance,Other
ERR046775,Drug-resistance,Sensitive
ERR046776,Drug-resistance,Sensitive
ERR046777,Drug-resistance,HR-TB
ERR046778,Drug-resistance,HR-TB
ERR046779,Drug-resistance,Sensitive
ERR046780,Drug-resistance,HR-TB
ERR046781,Drug-resistance,Sensitive
ERR046782,Drug-resistance,Sensitive
ERR046783,Drug-resistance,Sensitive
ERR046784,Drug-resistance,Pre-XDR-TB
ERR046785,Drug-resistance,Pre-XDR-TB
ERR046786,Drug-resistance,Pre-XDR-TB
ERR046787,Drug-resistance,Pre-XDR-TB
ERR046788,Drug-resistance,Pre-XDR-TB
ERR046789,Drug-resistance,Pre-XDR-TB
ERR046790,Drug-resistance,Pre-XDR-TB
ERR046791,Drug-resistance,Sensitive
ERR046792,Drug-resistance,Pre-XDR-TB
ERR046793,Drug-resistance,Pre-XDR-TB
ERR046794,Drug-resistance,Pre-XDR-TB
ERR046795,Drug-resistance,Pre-XDR-TB
ERR046796,Drug-resistance,Pre-XDR-TB
ERR046797,Drug-resistance,Sensitive
ERR046798,Drug-resistance,Sensitive
ERR046799,Drug-resistance,Sensitive
ERR046800,Drug-resistance,Pre-XDR-TB
ERR046801,Drug-resistance,Sensitive
ERR046802,Drug-resistance,Sensitive
ERR046803,Drug-resistance,Sensitive
ERR046804,Drug-resistance,Sensitive
ERR046805,Drug-resistance,Sensitive
ERR046806,Drug-resistance,Sensitive
ERR046807,Drug-resistance,Sensitive
ERR046808,Drug-resistance,Sensitive
ERR046809,Drug-resistance,Sensitive
ERR046810,Drug-resistance,Sensitive
ERR046811,Drug-resistance,Sensitive
ERR046812,Drug-resistance,Sensitive
ERR046813,Drug-resistance,Sensitive
ERR046814,Drug-resistance,Sensitive
ERR046815,Drug-resistance,Sensitive
ERR046816,Drug-resistance,Other
ERR046817,Drug-resistance,Sensitive
ERR046818,Drug-resistance,Sensitive
ERR046819,Drug-resistance,Sensitive
ERR046820,Drug-resistance,Sensitive
ERR046821,Drug-resistance,MDR-TB
ERR046822,Drug-resistance,Sensitive
ERR046823,Drug-resistance,Sensitive
ERR046824,Drug-resistance,Sensitive
ERR046825,Drug-resistance,RR-TB
ERR046826,Drug-resistance,Sensitive
ERR046827,Drug-resistance,Sensitive
ERR046828,Drug-resistance,Sensitive
ERR046829,Drug-resistance,Sensitive
ERR046830,Drug-resistance,Sensitive
ERR046831,Drug-resistance,Sensitive
ERR046832,Drug-resistance,Sensitive
ERR046833,Drug-resistance,Sensitive
ERR046834,Drug-resistance,HR-TB
ERR046835,Drug-resistance,Sensitive
ERR046836,Drug-resistance,Sensitive
ERR046837,Drug-resistance,Sensitive
ERR046838,Drug-resistance,Sensitive
ERR046839,Drug-resistance,Sensitive
ERR046840,Drug-resistance,Sensitive
ERR046841,Drug-resistance,Sensitive
ERR046842,Drug-resistance,Sensitive
ERR046843,Drug-resistance,Sensitive
ERR046844,Drug-resistance,Other
ERR046845,Drug-resistance,Sensitive
ERR046846,Drug-resistance,Sensitive
ERR046847,Drug-resistance,Sensitive
ERR046848,Drug-resistance,Sensitive
ERR046849,Drug-resistance,Sensitive
ERR046850,Drug-resistance,Sensitive
ERR046851,Drug-resistance,Sensitive
ERR046852,Drug-resistance,Sensitive
ERR046853,Drug-resistance,Sensitive
ERR046854,Drug-resistance,Sensitive
ERR046855,Drug-resistance,MDR-TB
ERR046856,Drug-resistance,MDR-TB
ERR046857,Drug-resistance,Sensitive
ERR046858,Drug-resistance,Sensitive
ERR046859,Drug-resistance,Sensitive
ERR046860,Drug-resistance,Sensitive
ERR046861,Drug-resistance,Sensitive
ERR046862,Drug-resistance,Sensitive
ERR046863,Drug-resistance,Sensitive
ERR046864,Drug-resistance,Sensitive
ERR046865,Drug-resistance,Sensitive
ERR046866,Drug-resistance,Sensitive
ERR046867,Drug-resistance,Sensitive
ERR046868,Drug-resistance,Sensitive
ERR046869,Drug-resistance,Sensitive
ERR046870,Drug-resistance,Sensitive
ERR046871,Drug-resistance,Sensitive
ERR046872,Drug-resistance,Sensitive
ERR046873,Drug-resistance,Sensitive
ERR046874,Drug-resistance,Sensitive
ERR046875,Drug-resistance,Sensitive
ERR046876,Drug-resistance,Sensitive
ERR046877,Drug-resistance,Sensitive
ERR046878,Drug-resistance,Sensitive
ERR046879,Drug-resistance,Sensitive
ERR046880,Drug-resistance,Sensitive
ERR046881,Drug-resistance,Sensitive
ERR046882,Drug-resistance,Sensitive
ERR046883,Drug-resistance,Sensitive
ERR046884,Drug-resistance,Sensitive
ERR046885,Drug-resistance,Sensitive
ERR046886,Drug-resistance,Sensitive
ERR046887,Drug-resistance,Sensitive
ERR046888,Drug-resistance,Sensitive
ERR046889,Drug-resistance,Sensitive
ERR046890,Drug-resistance,Sensitive
ERR046891,Drug-resistance,Sensitive
ERR046892,Drug-resistance,Sensitive
ERR046893,Drug-resistance,Other
ERR046894,Drug-resistance,Sensitive
ERR046895,Drug-resistance,Sensitive
ERR046896,Drug-resistance,Sensitive
ERR046897,Drug-resistance,Sensitive
ERR046898,Drug-resistance,Sensitive
ERR046899,Drug-resistance,Sensitive
ERR046900,Drug-resistance,Sensitive
ERR046901,Drug-resistance,Sensitive
ERR046902,Drug-resistance,Sensitive
ERR046903,Drug-resistance,Pre-XDR-TB
ERR046904,Drug-resistance,Sensitive
ERR046905,Drug-resistance,Sensitive
ERR046906,Drug-resistance,Sensitive
ERR046907,Drug-resistance,Sensitive
ERR046908,Drug-resistance,Sensitive
ERR046909,Drug-resistance,Sensitive
ERR046910,Drug-resistance,Sensitive
ERR046911,Drug-resistance,Pre-XDR-TB
ERR046912,Drug-resistance,Sensitive
ERR046913,Drug-resistance,Pre-XDR-TB
ERR046914,Drug-resistance,Sensitive
ERR046915,Drug-resistance,Sensitive
ERR046916,Drug-resistance,Sensitive
ERR046917,Drug-resistance,Pre-XDR-TB
ERR046918,Drug-resistance,RR-TB
ERR046919,Drug-resistance,Sensitive
ERR046920,Drug-resistance,Sensitive
ERR046921,Drug-resistance,Sensitive
ERR046922,Drug-resistance,Other
ERR046923,Drug-resistance,Sensitive
ERR046924,Drug-resistance,Sensitive
ERR046925,Drug-resistance,Sensitive
ERR046926,Drug-resistance,Sensitive
ERR046927,Drug-resistance,Sensitive
ERR046928,Drug-resistance,Sensitive
ERR046929,Drug-resistance,Sensitive
ERR046930,Drug-resistance,Sensitive
ERR046931,Drug-resistance,Sensitive
ERR046932,Drug-resistance,Sensitive
ERR046933,Drug-resistance,MDR-TB
ERR046934,Drug-resistance,Sensitive
ERR046935,Drug-resistance,Sensitive
ERR046936,Drug-resistance,Sensitive
ERR046937,Drug-resistance,Sensitive
ERR046938,Drug-resistance,Sensitive
ERR046939,Drug-resistance,Sensitive
ERR046940,Drug-resistance,Sensitive
ERR046941,Drug-resistance,Sensitive
ERR046942,Drug-resistance,Sensitive
ERR046943,Drug-resistance,RR-TB
